category,company_name,official_website,evidence_url,evidence_type,bakuraku_product_use,industry,confidence,source_checked_date,evidence_title
confirmed_customer,SecureNavi株式会社,https://secure-navi.jp/,https://bakuraku.jp/case/secure-navi/,Official Bakuraku customer story,バクラク勤怠,情報通信業,high,2026-08-20,IPO準備に向けて「3つの要件すべてで突出」。打刻とPCログの一元管理で勤怠締め作業を3分の1に削減し、36協定遵守体制を構築した労務ガバナンスの強化
confirmed_customer,SEVENRICH会計事務所・株式会社SEVENRICH Accounting,https://sevenrich-ac.com/,https://bakuraku.jp/case/sevenrich-ac/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,会計のプロが語る「入れない理由がない」バクラクの魅力 BPO事業成長の原動力は圧倒的な使いやすさ
confirmed_customer,STORES株式会社（旧ヘイ株式会社）,https://stores.jp/,https://bakuraku.jp/case/hey/ | https://bakuraku.jp/case/stores/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取 | バクラクビジネスカード,情報通信業,high,2026-08-20,「欲しかったのは、経理も現場もテンションが上がるツール」。年間100人以上の採用を実現するヘイ社の “スケールに耐えうる” バクラク請求書 & バクラク申請同時活用術 | 組織に余白を残す。“Just for Fun”を体現する組織づくりの思想とは
confirmed_customer,アルピコホールディングス株式会社,https://holdings.alpico.co.jp/,https://bakuraku.jp/case/holdings-alpico/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,運輸・物流,high,2026-08-20,残業時間2〜3割削減と申請工数半減。アルピコホールディングスがグループ全体の経理DXに成功
confirmed_customer,オリエンタルモーター株式会社,https://www.orientalmotor.co.jp/,https://bakuraku.jp/case/orientalmotor/,Official Bakuraku customer story,バクラクビジネスカード | バクラク経費精算 | バクラク請求書受取,製造業,high,2026-08-20,"ERP付帯機能から「バクラク」へ切り替え。3,000名規模の製造業が、AIによる自動化で定時退社を実現"
confirmed_customer,オークラ工業株式会社,https://okurakogyo.com/,https://bakuraku.jp/case/okurakogyo/,Official Bakuraku customer story,バクラク電子帳簿保存,製造業,high,2026-08-20,電帳法対応と業務効率化を『バクラク電子帳簿保存』で実現！導入の決め手はマニュアルなしでも利用できるわかりやすさ
confirmed_customer,カバヤ食品株式会社,https://www.kabaya.co.jp/,https://bakuraku.jp/case/kabaya/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク経費精算 | バクラク請求書受取,製造業,high,2026-08-20,カバヤ食品が「バクラク」×「奉行クラウド」導入によって実現させた自社システムからの脱却と、コーポレートDXによる社内改革
confirmed_customer,キャディ株式会社,https://caddi.com/,https://bakuraku.jp/case/caddi/,Official Bakuraku customer story,バクラク請求書受取,製造業,high,2026-08-20,経理が経営のポテンシャルを解放する──製造業の変革者キャディを支える「バクラク請求書」活用法
confirmed_customer,クラスター株式会社,https://corp.cluster.mu/,https://bakuraku.jp/case/cluster-card/ | https://bakuraku.jp/case/cluster/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク経費精算,情報通信業,high,2026-08-20,1回あたりの上限なし！AWSの高額決済に対応！バクラクビジネスカードに切り替えた決め手 | 「デモを見て15分で乗り換えを決めた」経費精算の認識を変えたバクラク経費精算とは
confirmed_customer,グランサーズ株式会社,https://grancers-group.com/,https://bakuraku.jp/case/grancers/,Official Bakuraku customer story,バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,バックオフィス人材に求められるのは、デジタルリテラシーと専門性。人材育成に力を入れるグランサーズ社の取り組みとは
confirmed_customer,ケイズサウンド株式会社,https://kssound.net/,https://bakuraku.jp/case/kssound/,Official Bakuraku customer story,バクラク経費精算 | バクラク請求書受取,不動産業・物品賃貸業,high,2026-08-20,外出先でも在宅でもサクッと経費精算ができるように。バクラク導入で経理業務の自由度が向上
confirmed_customer,ゴージュ会計事務所／ゴージュ株式会社,https://gooju.work/,https://bakuraku.jp/case/gooju/,Official Bakuraku customer story,バクラクビジネスカード | バクラク請求書受取,専門・技術サービス,high,2026-08-20,「効率的な会計事務所」を目指して。スタートアップの自計化支援・記帳代行に、バクラクを活用する理由とは
confirmed_customer,シェルフィー株式会社,https://www.shelfy.co.jp/,https://bakuraku.jp/case/shelfy/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算,専門・技術サービス,high,2026-08-20,汎用的なワークフローと経費精算をバクラクで構築
confirmed_customer,ダイニチ工業株式会社,https://www.dainichi-net.co.jp/,https://bakuraku.jp/case/dainichi_ricoh/,Official Bakuraku customer story,バクラク経費精算 | バクラク請求書受取,製造業,high,2026-08-20,経費精算の工数が5分の1に 「従業員が使いやすいシステム」を目指したダイニチ工業とリコージャパンの取り組み
confirmed_customer,ハコベル株式会社,https://corp.hacobell.com/,https://bakuraku.jp/case/hacobell/,Official Bakuraku customer story,バクラク請求書発行,運輸・物流,high,2026-08-20,請求書発行システムの乗り換えでMVP獲得。作成・承認・発行・保管まで一気通貫で工数を約3分の1に
confirmed_customer,ファインディ株式会社,https://findy.co.jp/,https://bakuraku.jp/case/findy/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,情報通信業,high,2026-08-20,「バクラク請求書」導入により請求書の処理時間を50％削減。経理担当者1人分の効果を体感。
confirmed_customer,メディフォン株式会社,https://mediphone.co.jp/,https://bakuraku.jp/case/mediphone/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算,医療・福祉,high,2026-08-20,スピードと正確性を両立！ バクラクなら集計や二重申請の誤りにも気づきやすい
confirmed_customer,ラクスル株式会社,https://corp.raksul.com/,https://bakuraku.jp/case/raksul/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,情報通信業,high,2026-08-20,「お断り」から6ヶ月後の導入。上場企業経理マネージャーが認めた、バクラク請求書の進化
confirmed_customer,リソルホールディングス株式会社,https://www.resol.jp/,https://bakuraku.jp/case/resol/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,生活関連サービス業・娯楽業,high,2026-08-20,複数拠点へのバクラク導入を進め、設定は半日で完了。業務フローを変えずに請求書処理工数を65%削減
confirmed_customer,一般社団法人コード・フォー・ジャパン,https://www.code4japan.org/,https://bakuraku.jp/case/code4japan/,Official Bakuraku customer story,バクラク経費精算,教育・学習支援,high,2026-08-20,バクラク経費精算の電子帳簿保存法対応によって、テレワークの課題を解消
confirmed_customer,三共ポリエチレン株式会社,https://www.sankyope.co.jp/,https://bakuraku.jp/case/sankyope/,Official Bakuraku customer story,バクラク請求書発行,製造業,high,2026-08-20,比較検討で納得！レイアウト自由度の高さが際立つ請求書発行システムで約8割の郵送コスト削減
confirmed_customer,三田尻化学工業株式会社,https://mitajiri.co.jp/,https://bakuraku.jp/case/mitajiri/,Official Bakuraku customer story,バクラク請求書発行,製造業,high,2026-08-20,販売管理システムとスムーズに！業務フローを大きく変えずに請求書発行業務を約75％時短した老舗企業の業務改革
confirmed_customer,三立木材株式会社,https://www.sanritsumokuzai.co.jp/,https://bakuraku.jp/case/sanritsumokuzai/,Official Bakuraku customer story,バクラクビジネスカード | バクラク請求書受取,建設業,high,2026-08-20,三立木材がWewillと挑んだ経理業務のデジタル化。インボイス制度への対応や入力業務の自動化を実現！
confirmed_customer,公益社団法人青年海外協力協会,https://www.joca.or.jp/,https://bakuraku.jp/case/joca-2/ | https://bakuraku.jp/case/joca/,Official Bakuraku customer story,バクラク請求書発行 | バクラク申請 | バクラク請求書受取,医療・福祉 | 宿泊業・飲食サービス,high,2026-08-20,直感的に使えるから迷わない。7拠点・月間500枚の帳票発行管理コストを大幅削減できた理由 | ITや経理の知識がなくてもストレスなく使えることが決め手に
confirmed_customer,公益財団法人日本ゴルフ協会,https://www.jga.or.jp/,https://bakuraku.jp/case/jga/,Official Bakuraku customer story,バクラクビジネスカード | バクラク経費精算 | バクラク請求書受取 | バクラク請求書発行,生活関連サービス業・娯楽業,high,2026-08-20,請求発行業務を90%削減！創立100年を迎える日本ゴルフ協会が挑んだペーパーレス化
confirmed_customer,兵庫県病院局,https://web.pref.hyogo.lg.jp/org/byoin-kikaku/byoin.html,https://bakuraku.jp/case/hyogo-byoin/,Official Bakuraku customer story,バクラク請求書受取,医療・福祉,high,2026-08-20,兵庫県病院局が働き方改革で挑む「請求書電子化」。読み取り精度と公営企業会計システムとの連携が決め手に
confirmed_customer,医療法人社団焔,https://teamblue.jp/,https://bakuraku.jp/case/teamblue/,Official Bakuraku customer story,バクラク請求書発行,医療・福祉,high,2026-08-20,"「想定以上の速度で電子化を実現」訪問診療にかかる4,200枚の請求書や領収書の発行をペーパーレス化"
confirmed_customer,千葉県 白子町,https://www.town.shirako.lg.jp/,https://bakuraku.jp/case/shirako/,Official Bakuraku customer story,バクラクビジネスカード,公務,high,2026-08-20,年間120時間の精算業務の削減を目指す。千葉県白子町がバクラクビジネスカード導入で進める自治体DX
confirmed_customer,協和機工株式会社,https://www.kyowakiko.com/,https://bakuraku.jp/case/kyowakiko/,Official Bakuraku customer story,バクラク請求書受取,建設業,high,2026-08-20,そろばんから、「バクラク請求書」へ。山口の老舗企業が挑む経理のデジタルシフト、そして2代目社長の情熱
confirmed_customer,吉田海運株式会社,https://www.yoshida-kaiun.co.jp/,https://bakuraku.jp/case/yoshida-kaiun-card/ | https://bakuraku.jp/case/yoshida-kaiun/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク請求書受取,運輸・物流,high,2026-08-20,"法人カードのインボイス制度対応も安心！九州の運送会社 吉田海運がバクラクビジネスカードを選ぶ理由 | 月間1,900枚の請求書処理工数を60時間削減！全国の拠点から届く紙の請求書処理をデジタル化し、グループ全体の効率化へ"
confirmed_customer,坂善商事株式会社,https://sakazen-shoji.jp/,https://bakuraku.jp/case/sakazen-shoji/,Official Bakuraku customer story,バクラク請求書受取,卸売・小売・商社,high,2026-08-20,バクラクは「これからの請求書処理の必需品」。業務工数を半分以上削減した坂善商事が語るバクラクを活用するべき理由とは
confirmed_customer,大西運輸株式会社,https://onishiunyu.co.jp/,https://bakuraku.jp/case/onishiunyu/,Official Bakuraku customer story,バクラク請求書発行,運輸・物流,high,2026-08-20,請求書発行で発生する月末10時間の残業がゼロに。大西運輸がバクラクで実現した電子化と脱属人化
confirmed_customer,日本テーマパーク開発株式会社,https://nippon-themepark.co.jp/,https://bakuraku.jp/case/nippon-themepark/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算,生活関連サービス業・娯楽業,high,2026-08-20,経費精算の工数が75%減！有名テーマパーク運営会社が、DXの第一歩にバクラク経費精算をおすすめする理由とは
confirmed_customer,旭シンクロテック株式会社,https://www.synchrotech.co.jp/,https://bakuraku.jp/case/synchrotech/,Official Bakuraku customer story,バクラクビジネスカード,建設業,high,2026-08-20,全従業員約200名のキャッシュレス化への挑戦。旭シンクロテック株式会社がバクラクビジネスカード導入で、小口現金運用をゼロへ
confirmed_customer,東京フットボールクラブ株式会社（FC東京）,https://www.fctokyo.co.jp/,https://bakuraku.jp/case/fctokyo/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,生活関連サービス業・娯楽業,high,2026-08-20,FC東京がバクラク導入。稟議承認の手間を約50%削減、残業時間を1人あたり最大10時間削減に成功
confirmed_customer,松本運輸倉庫株式会社,https://www.mtw-group.com/,https://bakuraku.jp/case/mtw-group/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,運輸・物流,high,2026-08-20,明治40年創業の松本運輸倉庫がグループ全体で経理DX推進。手入力時間を1/2に削減し、属人化を解消
confirmed_customer,株式会社 住宅あんしん保証,https://www.j-anshin.co.jp/,https://bakuraku.jp/case/j-anshin/,Official Bakuraku customer story,バクラク経費精算 | バクラク請求書受取,金融業・保険業,high,2026-08-20,グループウェアからバクラクへ。業務変革の中で気づいた経費精算の課題とは
confirmed_customer,株式会社 帝国ホテル,https://www.imperialhotel.co.jp/,https://bakuraku.jp/case/imperialhotel/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,宿泊業・飲食サービス,high,2026-08-20,"帝国ホテルが決算早期化のためバクラク導入で2,000件の請求書処理を効率化。拠点からの郵送廃止も実現"
confirmed_customer,株式会社 浅野歯車工作所,https://www.asanogear.co.jp/,https://bakuraku.jp/case/asanogear/,Official Bakuraku customer story,バクラク電子帳簿保存,製造業,high,2026-08-20,あらゆる書類を電帳法対応するために『バクラク電子帳簿保存』を導入！月間約900件の書類保存に成功し、全社への導入を進める
confirmed_customer,株式会社 薬王堂,https://www.yakuodo.co.jp/,https://bakuraku.jp/case/yakuodo/,Official Bakuraku customer story,バクラク請求書発行,卸売・小売・商社,high,2026-08-20,東北地域に根ざす薬王堂、支払通知書発行をシステム化。業務改善により年間500時間の請求書処理業務全体の工数削減を実現
confirmed_customer,株式会社10X,https://10x.co.jp/,https://bakuraku.jp/case/10x/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,急成長スタートアップのコーポレートが大切にする一歩先を見据えた“経営の仕組み化”とは？
confirmed_customer,株式会社AZURE（税理士法人札幌中央会計グループ）,https://azure-sapporo.com/,https://bakuraku.jp/case/sapporo-ca/,Official Bakuraku customer story,バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,経理DX「はじめの一歩」はバクラクで 会計のプロがクライアントにも導入を勧める理由
confirmed_customer,株式会社Brownies Works,https://brownies.works/,https://bakuraku.jp/case/browniesworks/ | https://bakuraku.jp/case/browniesworks_1/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,専門・技術サービス,high,2026-08-20,IPOを目指す、その前に。バックオフィスのプロは、なぜスタートアップ企業にバクラクを提案するのか | 「以前には、もう戻れない」心理的な負担から経理担当者を解放し、会計処理や監査を見据えた請求業務を実現（後編）
confirmed_customer,株式会社FABRIC TOKYO,https://fabric-tokyo.com/,https://bakuraku.jp/case/fabric-tokyo/,Official Bakuraku customer story,バクラクビジネスカード,生活関連サービス業・娯楽業,high,2026-08-20,成長のスピードは落とさない。新進気鋭のアパレル企業が選んだアフターコロナの「戦い方」
confirmed_customer,株式会社FLUX,https://flux.jp/,https://bakuraku.jp/case/flux/,Official Bakuraku customer story,バクラク勤怠,情報通信業,high,2026-08-20,600名規模の勤怠・PCログ管理を「未経験社員1名を中心に」運用を実現。「打刻という最初の最重要ステップ」を自律化させ、リマインド工数を75%削減
confirmed_customer,株式会社GO TODAY SHAiRE SALON,https://www.shairesalon-go.today/,https://bakuraku.jp/case/shairesalon-go-today/,Official Bakuraku customer story,バクラク経費精算,生活関連サービス業・娯楽業,high,2026-08-20,「設計が簡単ですぐに使い始められる」美容師の経費精算をバクラクで効率化
confirmed_customer,株式会社HAB&Co.,https://hab-co.jp/,https://bakuraku.jp/case/hab-co/,Official Bakuraku customer story,バクラクビジネスカード,生活関連サービス業・娯楽業,high,2026-08-20,月初の経理業務が1/2の時間に！メモ機能を活用し、会計ソフトやワークフロー連携をスムーズに
confirmed_customer,株式会社Hajimari,https://hajimari.inc/,https://bakuraku.jp/case/hajimari/,Official Bakuraku customer story,バクラク債権管理,情報通信業,high,2026-08-20,月2000件の入金消込にかかる工数がAIで半分に。債権管理システムの切り替えで実現した業務効率化
confirmed_customer,株式会社iCARE,https://www.icare-carely.co.jp/,https://bakuraku.jp/case/icare/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,医療・福祉,high,2026-08-20,あらゆるワークフローをバクラクで一元管理。自由度の高い経路設定とSlack連携でスピーディな承認を実現
confirmed_customer,株式会社IT World,https://it-world.co.jp/,https://bakuraku.jp/case/it-world/ | https://bakuraku.jp/case/it-world_2/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,情報通信業,high,2026-08-20,中小企業のバックオフィスが抱える課題とは。世界を目指す中小企業にこそ、バクラクを | インボイス制度対策から始める業務改善のススメ。バクラクは「本質的な課題解決」につながるサービス
confirmed_customer,株式会社LANY,https://www.lany.co.jp/,https://bakuraku.jp/case/lany/,Official Bakuraku customer story,バクラク勤怠,専門・技術サービス,high,2026-08-20,急成長企業の労務課題も解決。Slack連携で打刻漏れを解消し、勤怠管理とPCログの一元化で締め作業を50%削減。
confirmed_customer,株式会社Morght,https://morght.com/,https://bakuraku.jp/case/nell/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,生活関連サービス業・娯楽業 | 製造業,high,2026-08-20,月次決算の工数が10分の1以下に！バクラクでミスを減らし、処理時間を大幅短縮
confirmed_customer,株式会社mov,https://mov.am/,https://bakuraku.jp/case/mov/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,「領収書を提出してください」と催促しなくて済むように！現場も経理も嬉しい法人カードとは
confirmed_customer,株式会社NSグループ,https://www.nsgrp.co.jp/,https://bakuraku.jp/case/nsgrp/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,宿泊業・飲食サービス | 生活関連サービス業・娯楽業,high,2026-08-20,"年間1,116万円のコスト削減と月次締め7日間早期化を実現。カラオケパセラ運営のNSグループ、支払業務を一元化し従業員負担を大幅削減"
confirmed_customer,株式会社PeopleX,https://corp.peoplex.jp/,https://bakuraku.jp/case/peoplex/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク経費精算 | バクラク請求書受取 | バクラク請求書発行,情報通信業,high,2026-08-20,創業初期にシステム投資を決断した理由とは？PeopleX CFOが語る、事業成長を加速するバックオフィス戦略
confirmed_customer,株式会社PIGNUS（ピグナス）,https://www.pignus.co.jp/,https://bakuraku.jp/case/pignus/,Official Bakuraku customer story,バクラクビジネスカード | バクラク請求書受取,専門・技術サービス,high,2026-08-20,カード利用明細の即日反映と請求書処理システム導入で、月次決算の早期化を実現。工数削減で経理の内製化も可能に
confirmed_customer,株式会社SANU,https://corp.sa-nu.com/,https://bakuraku.jp/case/sa-nu/,Official Bakuraku customer story,バクラク勤怠 | バクラク給与,宿泊業・飲食サービス,high,2026-08-20,労務と経理の壁をなくすバックオフィス体制。「未来のインフラになると感じた」バクラクシリーズへ統一し、「手入力と全件チェック」を完全ゼロに。
confirmed_customer,株式会社Sparty,https://sparty.jp/,https://bakuraku.jp/case/sparty/,Official Bakuraku customer story,バクラクビジネスカード,卸売・小売・商社,high,2026-08-20,「バクラク一択」。自社で柔軟に統制できる新しい法人カードの魅力とは
confirmed_customer,株式会社TENTIAL,https://corp.tential.jp/,https://bakuraku.jp/case/tential/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,卸売・小売・商社,high,2026-08-20,「SaaSは機能だけではなく “チーム”、“ビジョン”、 “開発スピード”の総合力で選ぶべき」急成長ウェルネス企業TENTIALが実現した、工数87.5%削減のバクラク請求書活用術
confirmed_customer,株式会社with,https://withjp.inc/,https://bakuraku.jp/case/with/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,広告費用で限度額に。マッチングアプリのwithが新しいカードにバクラクを選んだ理由とは
confirmed_customer,株式会社すむたす,https://sumutasu.co.jp/,https://bakuraku.jp/case/sumutas/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,不動産業・物品賃貸業,high,2026-08-20,申請者の入力工数が70％減！不動産業界にこそ、バクラクをすすめる理由
confirmed_customer,株式会社アップガレージグループ,https://www.upgarage-g.co.jp/,https://bakuraku.jp/case/croooober/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,卸売・小売・商社,high,2026-08-20,電帳法・インボイス制度対応とミス防止を実現！「将来の法改正への対応も安心できる開発スピード」が決め手に
confirmed_customer,株式会社アースフード,https://earth-food.jp/,https://bakuraku.jp/case/earth-food/,Official Bakuraku customer story,バクラク経費精算 | バクラク請求書受取,宿泊業・飲食サービス,high,2026-08-20,多店舗経営飲食店の小口現金管理を一新。従業員はスマホ1つで申請が完結
confirmed_customer,株式会社エスアンドシー,https://sc-keiri.co.jp/,https://bakuraku.jp/case/sc-keiri/,Official Bakuraku customer story,バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,「バクラクのおかげで処理スピードが上がり、案件が3倍に」全国の中小企業の経理代行を請け負う、経理のプロがバクラク請求書を選んだ理由とは
confirmed_customer,株式会社エブリイホーミイホールディングス,https://www.everyhomey.com/,https://bakuraku.jp/case/everyhomey/,Official Bakuraku customer story,バクラク経費精算 | バクラク請求書発行 | バクラク電子帳簿保存,卸売・小売・商社,high,2026-08-20,グループ会社の増加に対応。請求書発行の9割工数削減と経費精算のミス削減を実現した地域密着スーパー「エブリイ」のDX成功事例
confirmed_customer,株式会社キズキ,https://kizuki-corp.com/,https://bakuraku.jp/case/kizuki-corp/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,教育・学習支援,high,2026-08-20,内部統制の構築をスムーズに！バクラク起点のバックオフィス改革
confirmed_customer,株式会社キッズコーポレーション,https://kids-21.co.jp/,https://bakuraku.jp/case/kids-corporation/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,医療・福祉,high,2026-08-20,全国358園の請求書受領を90%以上自動化。申請から仕訳までAIが一気通貫で工数削減
confirmed_customer,株式会社キャストグローバル,https://castglobalgroup.com/,https://bakuraku.jp/case/castglobalgroup/,Official Bakuraku customer story,バクラク経費精算,専門・技術サービス,high,2026-08-20,分社化のタイミングでバクラク経費精算を導入。拠点も含めた小口現金管理の手間やリスクをゼロに
confirmed_customer,株式会社グッドパッチ,https://goodpatch.com/,https://bakuraku.jp/case/goodpatch/,Official Bakuraku customer story,バクラク請求書受取,専門・技術サービス,high,2026-08-20,煩雑な請求書処理も、使いやすいデザインで解決。グッドパッチ社も導入した「バクラク請求書」のUI/UXにおけるこだわりとは
confirmed_customer,株式会社ストライダーズ,https://www.striders.co.jp/,https://bakuraku.jp/case/striders/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取 | バクラク請求書発行,不動産業・物品賃貸業 | 宿泊業・飲食サービス,high,2026-08-20,バックオフィスDXを経営改革の起点に。月次決算3営業日短縮から始まった「変化を許容する」全社改革
confirmed_customer,株式会社ゼロワンブースター,https://01booster.co.jp/,https://bakuraku.jp/case/01booster/,Official Bakuraku customer story,バクラクビジネスカード,専門・技術サービス,high,2026-08-20,業務用ツールの支払い状況を可視化！成長期の組織を支えるバクラクビジネスカード活用術
confirmed_customer,株式会社タイミー,https://corp.timee.co.jp/,https://bakuraku.jp/case/timee/ | https://bakuraku.jp/case/timee_2/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク経費精算 | バクラク請求書受取,情報通信業,high,2026-08-20,"コーポレートから成長を後押しする。事業部が全力投球するために選んだ先回り | AIが「申請不備」を指摘。差し戻しと月4,000行の明細チェックをなくし、締め作業を1日短縮"
confirmed_customer,株式会社ダイワコーポレーション,https://daiwacorporation.co.jp/,https://bakuraku.jp/case/daiwa-corp/,Official Bakuraku customer story,バクラク請求書発行,卸売・小売・商社 | 生活関連サービス業・娯楽業,high,2026-08-20,"全社業務改革の先駆けに。書類枚数2,000枚以上・添付多数の請求業務でも、電子発行率80％超を実現"
confirmed_customer,株式会社ティ・ジョイ,https://tjoy.co.jp/,https://bakuraku.jp/case/tjoy/,Official Bakuraku customer story,バクラク電子帳簿保存,生活関連サービス業・娯楽業,high,2026-08-20,書類探しが数日から1分へ！電帳法対応と業務効率化をシステムで実現
confirmed_customer,株式会社トヨタレンタリース兵庫,https://www.r-hyogo.co.jp/,https://bakuraku.jp/case/r-hyogo/,Official Bakuraku customer story,バクラク請求書発行 | バクラク電子帳簿保存,生活関連サービス業・娯楽業,high,2026-08-20,月900枚の書類発行がほぼミスゼロで完了。発行書類の“見える化”により社内連携もスムーズに
confirmed_customer,株式会社トーエネック,https://www.toenec.co.jp/,https://bakuraku.jp/case/toenec/,Official Bakuraku customer story,バクラク経費精算,建設業,high,2026-08-20,"わずか4ヶ月で経費精算の対象となる約4,000名の従業員に展開。「操作性満足度96%」の使い勝手で月末月初に偏る業務量を平準化"
confirmed_customer,株式会社ナレッジワーク,https://knowledgework.cloud/,https://bakuraku.jp/case/knowledgework/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,BtoBプロダクトの固定観念を超えて。「あきらめ」を強要しない体験をつくり出す秘訣
confirmed_customer,株式会社ハッピートラベル,https://www.happytravel.jp/,https://bakuraku.jp/case/happytravel/,Official Bakuraku customer story,バクラクビジネスカード,生活関連サービス業・娯楽業,high,2026-08-20,海外出張に“最適な”法人カード。株式会社ハッピートラベルが、バクラクビジネスカード導入で海外出張時の仮払いを大幅削減
